user_id,location,language,account_created,follower_count,location_was_null,language_was_null,account_created_was_null,total_posts,total_likes,total_shares,total_comments,avg_likes,platforms_used,engagement_score
user_yotuyqas,"Seoul, South Korea",fr,2023-01-31,19591.0,0,0,0,3.0,5612.0,2548.0,1748.0,1870.6666666666667,1.0,2049.3333333333335
user_uer432k7,"Los Angeles, USA",ja,2023-10-28,2023.0,0,0,0,11.0,25538.0,10016.0,5072.0,2321.6363636363635,4.0,5180.018181818181
user_rkw2mic0,"Chicago, USA",ar,2023-01-23,21014.0,0,0,0,6.0,19203.0,5295.0,3836.0,3200.5,4.0,3955.95
user_yd705rj9,"Los Angeles, USA",zh,2023-02-11,46165.0,0,0,0,7.0,15338.0,8005.0,2492.0,2191.1428571428573,4.0,3995.4714285714285
user_nudota2x,Singapore,pt,2023-12-01,17212.0,0,0,0,12.0,25496.0,13400.0,5711.0,2124.6666666666665,5.0,6224.533333333333
user_p9rj0hnr,"Madrid, Spain",zh,2023-05-15,48134.0,0,0,0,10.0,20606.0,13667.0,5139.0,2060.6,4.0,6158.2
user_q3vs0uj7,"Manchester, UK",ja,2023-01-12,32714.0,0,0,0,18.0,36549.0,18703.0,8654.0,2030.5,5.0,8356.95
user_vdr1clyk,"Berlin, Germany",ru,2023-09-05,42746.0,0,0,0,10.0,21386.0,9263.0,3595.0,2138.6,5.0,4567.2
user_xnin9vng,"Munich, Germany",es,2023-12-31,35176.0,0,0,0,4.0,8777.0,5420.0,2206.0,2194.25,3.0,3164.325
user_g2dekwc7,"Madrid, Spain",es,2023-06-06,3698.0,0,0,0,6.0,16694.0,5956.0,3617.0,2782.3333333333335,4.0,3901.366666666667
user_r3r59q7h,"Los Angeles, USA",ja,2023-06-09,32753.0,0,0,0,8.0,22155.0,7703.0,3732.0,2769.375,4.0,4441.9875
user_4k5n0jkk,"Munich, Germany",pt,2023-11-17,9309.0,0,0,0,8.0,21805.0,11313.0,5306.0,2725.625,3.0,5817.912499999999
user_4tziovr6,"São Paulo, Brazil",zh,2023-01-27,7972.0,0,0,0,5.0,15131.0,5296.0,3375.0,3026.2,3.0,3776.8999999999996
user_b6y23bbq,"Cairo, Egypt",fr,2023-09-15,17181.0,0,0,0,4.0,11957.0,5175.0,2437.0,2989.25,4.0,3534.525
user_60ypl1q4,"Los Angeles, USA",hi,2023-05-12,44700.0,0,0,0,8.0,23617.0,4665.0,4237.0,2952.125,3.0,3722.9625
user_bnum1ru1,"Milan, Italy",zh,2023-06-22,13604.0,0,0,0,3.0,996.0,1766.0,1915.0,332.0,2.0,1078.8
user_45yefmlp,"Paris, France",en,2023-10-22,37589.0,0,0,0,12.0,33812.0,11015.0,7788.0,2817.6666666666665,5.0,6270.933333333333
user_eank0miq,"London, UK",es,2023-12-24,8837.0,0,0,0,6.0,17502.0,7364.0,2229.0,2917.0,3.0,4113.5
user_1qpr9tga,"Dubai, UAE",pt,2023-06-03,31853.0,0,0,0,9.0,30903.0,10543.0,4413.0,3433.6666666666665,3.0,5762.333333333334
user_k2v87420,"Barcelona, Spain",ru,2023-12-21,14719.0,0,0,0,5.0,16752.0,5211.0,2126.0,3350.4,3.0,3663.7
user_sjm4thcl,"Dubai, UAE",en,2023-04-06,49721.0,0,0,0,10.0,29831.0,9964.0,4515.0,2983.1,5.0,5383.75
user_viynjlsr,"Mumbai, India",hi,2023-06-27,46004.0,0,0,0,8.0,12731.0,6631.0,3189.0,1591.375,4.0,3422.7875000000004
user_b6i17ydd,"Chicago, USA",ru,2023-09-14,45937.0,0,0,0,6.0,4811.0,7497.0,2297.0,801.8333333333334,4.0,3109.4166666666665
user_lk8wtuqr,"Vancouver, Canada",ja,2023-09-21,32276.0,0,0,0,14.0,37420.0,8491.0,5666.0,2672.8571428571427,5.0,5016.928571428571
user_de1ix2nc,"Houston, USA",de,2023-04-02,5659.0,0,0,0,6.0,21673.0,5754.0,2697.0,3612.1666666666665,3.0,4071.6833333333334
user_dotzarnx,"Munich, Germany",de,2023-11-09,8257.0,0,0,0,11.0,14296.0,10080.0,4929.0,1299.6363636363637,4.0,4659.618181818182
user_zdot1vfk,"Barcelona, Spain",fr,2023-12-26,448.0,0,0,0,9.0,24931.0,11316.0,4269.0,2770.1111111111113,3.0,5633.655555555556
user_eyryqg4c,Singapore,en,2023-08-14,42446.0,0,0,0,7.0,12887.0,5803.0,4429.0,1841.0,4.0,3547.2
user_oo2afkvn,"Madrid, Spain",es,2023-11-04,19226.0,0,0,0,12.0,32243.0,13665.0,5780.0,2686.9166666666665,5.0,6598.958333333333
user_9odm77d5,"Madrid, Spain",de,2023-01-26,13443.0,0,0,0,7.0,20045.0,8076.0,3333.0,2863.5714285714284,4.0,4521.185714285714
user_ishux5fb,Singapore,de,2023-05-18,27779.0,0,0,0,9.0,17896.0,9409.0,5003.0,1988.4444444444443,4.0,4817.522222222222
user_hdcwy7rw,"Houston, USA",hi,2023-06-12,2595.0,0,0,0,12.0,22709.0,11760.0,6033.0,1892.4166666666667,4.0,5680.808333333333
user_m5z8a3sg,"Berlin, Germany",ar,2023-04-01,34800.0,0,0,0,13.0,36003.0,15858.0,6864.0,2769.4615384615386,5.0,7514.930769230769
user_a9a7r18l,"Houston, USA",ja,2023-12-30,2091.0,0,0,0,11.0,19771.0,11919.0,5824.0,1797.3636363636363,5.0,5639.181818181818
user_uo7cfsb2,"Munich, Germany",de,2023-04-11,3966.0,0,0,0,8.0,17789.0,5982.0,4019.0,2223.625,4.0,3710.2125
user_ghc11hqx,"Beijing, China",fr,2023-12-11,8863.0,0,0,0,6.0,17427.0,7973.0,2961.0,2904.5,3.0,4436.35
user_n3yjfvxy,"New York, USA",hi,2023-06-10,45548.0,0,0,0,6.0,7456.0,6880.0,2422.0,1242.6666666666667,4.0,3169.7333333333336
user_vs99hcpu,"Manchester, UK",de,2023-02-24,40430.0,0,0,0,2.0,6135.0,2450.0,409.0,3067.5,2.0,2350.55
user_jl5j801v,"Los Angeles, USA",ru,2023-02-24,24657.0,0,0,0,10.0,18823.0,10634.0,4717.0,1882.3,4.0,5074.75
user_1q9s4tw9,"Berlin, Germany",ja,2023-02-18,29011.0,0,0,0,9.0,20006.0,8835.0,4814.0,2222.8888888888887,4.0,4724.7444444444445
user_4o1z3322,"Tokyo, Japan",ar,2023-08-22,48982.0,0,0,0,3.0,1271.0,3997.0,2048.0,423.6666666666667,3.0,1820.5333333333333
user_zsoad3v2,"Mumbai, India",fr,2023-03-07,16574.0,0,0,0,6.0,13522.0,6224.0,2724.0,2253.6666666666665,3.0,3538.833333333333
user_gtz1vf91,"Barcelona, Spain",ja,2023-07-28,27386.0,0,0,0,8.0,22917.0,8012.0,3633.0,2864.625,3.0,4562.5125
user_upih2le3,"Tokyo, Japan",de,2023-05-03,1775.0,0,0,0,9.0,20138.0,7374.0,3182.0,2237.5555555555557,3.0,3967.3777777777777
user_27aje6ur,"Berlin, Germany",hi,2023-08-08,15671.0,0,0,0,10.0,14366.0,8158.0,4196.0,1436.6,4.0,4004.8999999999996
user_k05n8c60,"Mumbai, India",zh,2023-01-25,4399.0,0,0,0,7.0,12334.0,7254.0,3712.0,1762.0,3.0,3799.6
user_a19f44ms,"New York, USA",zh,2023-08-19,21298.0,0,0,0,5.0,10750.0,2555.0,2760.0,2150.0,2.0,2393.5
user_brh0oqpe,"Lagos, Nigeria",pt,2023-04-06,45102.0,0,0,0,7.0,17598.0,7374.0,4370.0,2514.0,5.0,4343.2
user_96h74y72,"Johannesburg, South Africa",zh,2023-01-05,11114.0,0,0,0,10.0,14343.0,7239.0,4164.0,1434.3,4.0,3721.65
user_0riqrfz9,"Dubai, UAE",fr,2023-05-01,12825.0,0,0,0,2.0,4873.0,1381.0,242.0,2436.5,2.0,1680.95
user_0irp4abu,"Toronto, Canada",hi,2023-12-14,44206.0,0,0,0,17.0,35123.0,13248.0,10187.0,2066.0588235294117,5.0,7044.829411764706
user_8euzbrz1,"Madrid, Spain",de,2023-12-29,25029.0,0,0,0,9.0,21329.0,9018.0,4821.0,2369.8888888888887,4.0,4854.544444444445
user_pg6yqnrb,"Delhi, India",hi,2023-04-30,30432.0,0,0,0,6.0,16839.0,6664.0,3095.0,2806.5,4.0,4021.45
user_mc4gyg3z,"Madrid, Spain",pt,2023-12-23,34238.0,0,0,0,6.0,14916.0,4143.0,2215.0,2486.0,3.0,2928.8999999999996
user_zhouqige,"Munich, Germany",zh,2023-02-14,38584.0,0,0,0,7.0,21228.0,5434.0,3782.0,3032.5714285714284,4.0,3902.8857142857146
user_il88ti8o,"Los Angeles, USA",en,2023-04-03,33527.0,0,0,0,10.0,24601.0,7794.0,5600.0,2460.1,4.0,4688.25
user_e5q8f7ve,"Rio de Janeiro, Brazil",fr,2023-06-12,43303.0,0,0,0,6.0,13190.0,6228.0,2034.0,2198.3333333333335,4.0,3374.366666666667
user_jw3kd43r,"Dubai, UAE",hi,2023-11-06,12146.0,0,0,0,11.0,29866.0,10183.0,7398.0,2715.090909090909,3.0,5892.045454545455
user_ygorm9b4,"Sydney, Australia",de,2023-12-27,7165.0,0,0,0,4.0,5131.0,3693.0,3017.0,1282.75,3.0,2352.6749999999997
user_ijzzygde,"Johannesburg, South Africa",ar,2023-03-03,7394.0,0,0,0,5.0,9837.0,7231.0,2300.0,1967.4,3.0,3613.0
user_oj02wstg,"Toronto, Canada",zh,2023-11-06,36121.0,0,0,0,9.0,17790.0,9386.0,3903.0,1976.6666666666667,5.0,4584.733333333334
user_r7o639pp,"Johannesburg, South Africa",pt,2023-06-04,36970.0,0,0,0,6.0,15703.0,4207.0,3686.0,2617.1666666666665,3.0,3307.883333333333
user_uc87frzx,"Rio de Janeiro, Brazil",hi,2023-07-29,45923.0,0,0,0,6.0,8551.0,4233.0,2895.0,1425.1666666666667,3.0,2561.483333333333
user_zdwf8afd,"Paris, France",zh,2023-10-12,13554.0,0,0,0,9.0,19085.0,9889.0,4212.0,2120.5555555555557,5.0,4869.377777777778
user_fpnt3iw9,"Rio de Janeiro, Brazil",ru,2023-01-02,8979.0,0,0,0,11.0,25146.0,11067.0,3928.0,2286.0,3.0,5248.700000000001
user_ttlouvlq,"Beijing, China",ru,2023-12-07,19373.0,0,0,0,12.0,26936.0,12360.0,5713.0,2244.6666666666665,5.0,5972.933333333333
user_njyhr041,"Manchester, UK",fr,2023-03-06,38346.0,0,0,0,12.0,15995.0,9874.0,5693.0,1332.9166666666667,4.0,4767.258333333333
user_54fu8vw0,"Delhi, India",hi,2023-01-05,19805.0,0,0,0,8.0,23652.0,9903.0,4663.0,2956.5,4.0,5381.75
user_n52gcr0a,"Paris, France",hi,2023-05-02,10771.0,0,0,0,6.0,17693.0,5296.0,2649.0,2948.8333333333335,3.0,3593.016666666667
user_jodbszof,"Mumbai, India",zh,2023-05-30,31286.0,0,0,0,9.0,18211.0,8348.0,4330.0,2023.4444444444443,4.0,4382.122222222222
user_tb4fgpus,"Toronto, Canada",pt,2023-10-20,6623.0,0,0,0,10.0,21021.0,11061.0,5047.0,2102.1,4.0,5378.75
user_tple0w0i,"Shanghai, China",pt,2023-01-13,26162.0,0,0,0,13.0,29749.0,13193.0,7722.0,2288.3846153846152,4.0,6646.492307692308
user_0281t7ll,"Houston, USA",de,2023-07-30,20201.0,0,0,0,12.0,20628.0,10585.0,3841.0,1719.0,5.0,4803.2
user_o14tbxsc,"Barcelona, Spain",fr,2023-06-22,33313.0,0,0,0,8.0,22533.0,7947.0,4084.0,2816.625,4.0,4609.2125
user_7kpmi03n,"Melbourne, Australia",ru,2023-11-02,13017.0,0,0,0,9.0,10555.0,8269.0,6227.0,1172.7777777777778,5.0,4312.488888888889
user_7e3umebc,"Madrid, Spain",zh,2023-06-09,7547.0,0,0,0,10.0,13420.0,9456.0,4370.0,1342.0,5.0,4381.799999999999
user_c4e9we1i,"Munich, Germany",zh,2023-09-01,33992.0,0,0,0,12.0,29725.0,12804.0,4467.0,2477.0833333333335,5.0,5973.141666666666
user_wawwrvtc,"Berlin, Germany",en,2023-05-02,35269.0,0,0,0,10.0,15028.0,10641.0,6666.0,1502.8,4.0,5276.9
user_eaft49ay,"Toronto, Canada",es,2023-01-28,31061.0,0,0,0,3.0,7643.0,3910.0,1726.0,2547.6666666666665,2.0,2792.033333333333
user_ivpaj0jp,"Tokyo, Japan",fr,2023-07-23,10547.0,0,0,0,11.0,30735.0,12827.0,8363.0,2794.090909090909,5.0,6917.745454545455
user_hz0arhtv,"Toronto, Canada",en,2023-10-16,12039.0,0,0,0,8.0,22421.0,8585.0,4842.0,2802.625,5.0,4945.2125
user_xe1x9bhy,Singapore,ru,2023-02-26,36140.0,0,0,0,5.0,8418.0,5253.0,1823.0,1683.6,2.0,2782.2999999999997
user_4ne7qun0,"Rome, Italy",pt,2023-04-09,48020.0,0,0,0,6.0,17683.0,4396.0,2573.0,2947.1666666666665,4.0,3306.983333333333
user_ywvdig0e,"Barcelona, Spain",zh,2023-06-19,3061.0,0,0,0,9.0,16511.0,7831.0,4333.0,1834.5555555555557,4.0,4133.177777777778
user_d0hubs9a,"Chicago, USA",pt,2023-11-21,38107.0,0,0,0,10.0,22623.0,9877.0,5556.0,2262.3,2.0,5205.45
user_8l7rv5oe,"Vancouver, Canada",ru,2023-07-04,48345.0,0,0,0,5.0,9115.0,7613.0,1732.0,1823.0,4.0,3541.8
user_n0t4gjjd,"Osaka, Japan",de,2023-08-18,8868.0,0,0,0,7.0,18049.0,8812.0,3481.0,2578.4285714285716,4.0,4629.0142857142855
user_mwro4svc,"New York, USA",ar,2023-06-29,18052.0,0,0,0,4.0,9988.0,3321.0,2066.0,2497.0,3.0,2658.0
user_i2rk6iik,"Osaka, Japan",en,2023-03-17,40792.0,0,0,0,5.0,2195.0,5249.0,865.0,439.0,4.0,1967.2
user_gzmfd48k,"Johannesburg, South Africa",es,2023-08-11,30865.0,0,0,0,10.0,25340.0,8442.0,3761.0,2534.0,4.0,4551.8
user_3ycqpch5,"Houston, USA",ru,2023-07-06,14024.0,0,0,0,7.0,17270.0,6885.0,3426.0,2467.1428571428573,4.0,3984.2714285714283
user_5ucdzep1,"Rio de Janeiro, Brazil",de,2023-05-28,40859.0,0,0,0,11.0,26019.0,10474.0,5304.0,2365.3636363636365,5.0,5385.681818181818
user_sr1ug159,"Mexico City, Mexico",en,2023-10-02,26249.0,0,0,0,11.0,12977.0,10188.0,4472.0,1179.7272727272727,4.0,4540.663636363637
user_168r2uhp,"Los Angeles, USA",ja,2023-02-07,11610.0,0,0,0,9.0,21341.0,9368.0,6500.0,2371.222222222222,4.0,5296.011111111111
user_8s0d1h4k,"New York, USA",en,2023-04-13,15522.0,0,0,0,8.0,20512.0,7969.0,4791.0,2564.0,4.0,4630.9
user_s1avt2xw,"Johannesburg, South Africa",ru,2023-01-31,8604.0,0,0,0,6.0,16153.0,3637.0,3182.0,2692.1666666666665,4.0,3073.5833333333335
user_d1fuzi94,"Cairo, Egypt",ja,2023-01-27,36438.0,0,0,0,9.0,17976.0,8381.0,4707.0,1997.3333333333333,3.0,4454.366666666667
user_wb863i99,"Dubai, UAE",fr,2023-01-23,36734.0,0,0,0,7.0,13396.0,7804.0,3376.0,1913.7142857142858,4.0,3973.2571428571428
user_8bslqcpy,"Madrid, Spain",ru,2023-10-26,2241.0,0,0,0,10.0,27496.0,10765.0,4844.0,2749.6,4.0,5573.1
user_63jwqml9,"Chicago, USA",en,2023-06-09,25724.0,0,0,0,7.0,13637.0,7431.0,3739.0,1948.142857142857,4.0,3951.1714285714284
user_v4th5er7,"Lyon, France",ja,2023-04-28,13337.0,0,0,0,13.0,21593.0,13107.0,6262.0,1661.0,5.0,6015.0
user_5e47gk4r,"Milan, Italy",en,2023-12-31,41079.0,0,0,0,11.0,18950.0,9734.0,4330.0,1722.7272727272727,5.0,4647.563636363637
user_rsrg2sgy,"Dubai, UAE",de,2023-01-19,32791.0,0,0,0,12.0,39489.0,11359.0,6044.0,3290.75,5.0,6261.875
user_fgjkkrie,"Lyon, France",zh,2023-07-13,2211.0,0,0,0,14.0,31763.0,17857.0,5818.0,2268.785714285714,4.0,7655.092857142857
user_x2etbjko,"Barcelona, Spain",pt,2023-03-26,36825.0,0,0,0,4.0,8808.0,3900.0,2844.0,2202.0,3.0,2839.8
user_as9qc2ya,"Paris, France",es,2023-12-02,10803.0,0,0,0,7.0,18047.0,8166.0,3299.0,2578.1428571428573,3.0,4398.671428571429
user_pe5yckyb,"Madrid, Spain",ru,2023-07-26,33737.0,0,0,0,8.0,26728.0,9564.0,4942.0,3341.0,4.0,5528.1
user_4aitv3ib,"Rio de Janeiro, Brazil",ja,2023-06-25,47961.0,0,0,0,6.0,20561.0,6862.0,1808.0,3426.8333333333335,4.0,4133.616666666667
user_al9p1gnu,"Munich, Germany",pt,2023-04-19,49268.0,0,0,0,13.0,43874.0,8463.0,6704.0,3374.923076923077,5.0,5567.161538461539
user_l0y6e71z,"Dubai, UAE",ja,2023-11-15,9788.0,0,0,0,6.0,14884.0,5472.0,2187.0,2480.6666666666665,3.0,3319.3333333333335
user_lialzqfp,"Lagos, Nigeria",ru,2023-01-26,47637.0,0,0,0,9.0,12710.0,10828.0,3843.0,1412.2222222222222,5.0,4723.111111111111
user_yz6mibaj,"Dubai, UAE",ar,2023-04-17,10415.0,0,0,0,11.0,33740.0,12737.0,5382.0,3067.2727272727275,4.0,6431.136363636364
user_c01tfali,"Milan, Italy",fr,2023-10-29,28971.0,0,0,0,6.0,13953.0,4306.0,2914.0,2325.5,4.0,3037.3500000000004
user_6w7t1ijr,"Milan, Italy",en,2023-08-14,27442.0,0,0,0,8.0,19800.0,9058.0,3148.0,2475.0,4.0,4584.5
user_k3y9gbsz,"Berlin, Germany",es,2023-05-06,12496.0,0,0,0,7.0,20383.0,6538.0,3070.0,2911.8571428571427,3.0,4031.328571428571
user_nfo3ih5u,"Barcelona, Spain",ar,2023-10-29,40429.0,0,0,0,19.0,42734.0,22580.0,7231.0,2249.157894736842,5.0,9344.77894736842
user_0ovhak73,"New York, USA",hi,2023-12-15,32045.0,0,0,0,12.0,16004.0,12521.0,6094.0,1333.6666666666667,5.0,5641.933333333333
user_dalm2g0s,"Sydney, Australia",hi,2023-05-25,47363.0,0,0,0,9.0,18763.0,12078.0,4792.0,2084.777777777778,5.0,5624.18888888889
user_vc1szta6,"Chicago, USA",ru,2023-08-18,16685.0,0,0,0,10.0,19499.0,10787.0,5360.0,1949.9,3.0,5283.05
user_47o2zlmp,"Tokyo, Japan",pt,2023-10-22,9632.0,0,0,0,6.0,11970.0,5933.0,1718.0,1995.0,4.0,3120.9999999999995
user_n6p8x5xw,"Vancouver, Canada",pt,2023-05-16,20355.0,0,0,0,10.0,28818.0,9871.0,4775.0,2881.8,3.0,5357.2
user_6laec67f,"Chicago, USA",es,2023-06-16,6536.0,0,0,0,5.0,13753.0,6489.0,2164.0,2750.6,3.0,3754.8
user_oo2yuqwk,"Mumbai, India",zh,2023-02-08,29705.0,0,0,0,6.0,7478.0,4423.0,3181.0,1246.3333333333333,3.0,2586.2666666666664
user_om9fk7q9,"Beijing, China",ar,2023-07-21,30691.0,0,0,0,6.0,6522.0,5020.0,3042.0,1087.0,4.0,2657.9
user_9asov0m8,Singapore,hi,2023-10-09,49763.0,0,0,0,9.0,21780.0,10409.0,3955.0,2420.0,3.0,5123.7
user_jyq7ygu9,"Delhi, India",pt,2023-03-02,9216.0,0,0,0,3.0,5105.0,3678.0,1500.0,1701.6666666666667,2.0,2254.233333333333
user_osog5p0m,"Berlin, Germany",pt,2023-03-20,21275.0,0,0,0,6.0,17721.0,4879.0,4217.0,2953.5,3.0,3783.85
user_aroc3ncd,"Rio de Janeiro, Brazil",hi,2023-03-24,10428.0,0,0,0,12.0,31860.0,16791.0,5555.0,2655.0,5.0,7475.8
user_2pjp6tpj,"São Paulo, Brazil",de,2023-03-30,44592.0,0,0,0,6.0,1953.0,6051.0,3598.0,325.5,4.0,2697.65
user_h5lkwga3,"Johannesburg, South Africa",ru,2023-04-30,26321.0,0,0,0,7.0,12555.0,8346.0,2906.0,1793.5714285714287,4.0,3981.7857142857138
user_ivpoy0x1,"Seoul, South Korea",hi,2023-05-12,28950.0,0,0,0,11.0,23455.0,13436.0,6294.0,2132.2727272727275,4.0,6355.736363636363
user_g612w4ko,"Munich, Germany",de,2023-02-19,13591.0,0,0,0,13.0,28952.0,15612.0,5807.0,2227.076923076923,5.0,6958.538461538461
user_z8vlb7d2,"Rome, Italy",hi,2023-09-21,418.0,0,0,0,10.0,21848.0,9359.0,4943.0,2184.8,5.0,4888.7
user_kn46rm8k,"Mumbai, India",en,2023-01-26,12679.0,0,0,0,7.0,11668.0,5878.0,4194.0,1666.857142857143,3.0,3435.6285714285714
user_eg2telg5,Singapore,hi,2023-12-25,10015.0,0,0,0,7.0,14266.0,4788.0,4467.0,2038.0,2.0,3348.7999999999997
user_jioz08hb,"Melbourne, Australia",ja,2023-12-30,11969.0,0,0,0,8.0,8444.0,7375.0,3636.0,1055.5,4.0,3467.45
user_aqwezplu,"Cairo, Egypt",hi,2023-02-06,40191.0,0,0,0,10.0,29793.0,10925.0,4489.0,2979.3,5.0,5664.95
user_lsi8z95w,Singapore,ja,2023-02-12,9000.0,0,0,0,5.0,17024.0,6603.0,1663.0,3404.8,2.0,4015.9
user_wq8mex2l,"Madrid, Spain",ru,2023-01-31,5897.0,0,0,0,10.0,32794.0,11822.0,5184.0,3279.4,5.0,6223.1
user_zw0wri6o,"Sydney, Australia",de,2023-12-14,7304.0,0,0,0,11.0,21192.0,11828.0,7933.0,1926.5454545454545,4.0,6098.272727272728
user_qxhiayyr,"Berlin, Germany",hi,2023-06-07,12943.0,0,0,0,5.0,1587.0,3781.0,1577.0,317.4,3.0,1608.4
user_veuczwoc,"Seoul, South Korea",pt,2023-03-14,11391.0,0,0,0,10.0,19422.0,10849.0,4456.0,1942.2,5.0,5117.0
user_cqaitbuv,"Johannesburg, South Africa",ja,2023-06-30,3382.0,0,0,0,11.0,25976.0,12949.0,5332.0,2361.4545454545455,4.0,6131.827272727272
user_140m58n3,"Osaka, Japan",fr,2023-06-10,28999.0,0,0,0,6.0,2477.0,7341.0,3261.0,412.8333333333333,4.0,3060.916666666666
user_sek60h67,"Vancouver, Canada",ru,2023-02-28,12772.0,0,0,0,10.0,17145.0,9693.0,3692.0,1714.5,5.0,4503.55
user_5t2f5iez,"Mumbai, India",en,2023-07-15,29412.0,0,0,0,9.0,23250.0,8146.0,3347.0,2583.3333333333335,4.0,4404.866666666667
user_sxyhv9rg,"Madrid, Spain",hi,2023-09-30,23637.0,0,0,0,5.0,11948.0,5597.0,2212.0,2389.6,3.0,3316.2999999999997
user_ukkkyp0o,"Toronto, Canada",es,2023-02-28,28045.0,0,0,0,11.0,30972.0,13327.0,6064.0,2815.6363636363635,4.0,6618.718181818182
user_84k7x6zn,"Barcelona, Spain",ja,2023-10-23,49736.0,0,0,0,13.0,38555.0,12060.0,6380.0,2965.769230769231,5.0,6376.884615384615
user_i7dvhf8q,Singapore,pt,2023-01-03,4409.0,0,0,0,7.0,14049.0,6735.0,4331.0,2007.0,4.0,3890.2
user_taeychos,"Barcelona, Spain",es,2023-10-12,38460.0,0,0,0,6.0,12980.0,6823.0,3573.0,2163.3333333333335,3.0,3843.1666666666665
user_dfogxwx0,"London, UK",ar,2023-09-09,9419.0,0,0,0,6.0,16239.0,5209.0,4167.0,2706.5,4.0,3749.35
user_oc9vdes0,"Beijing, China",zh,2023-09-06,18354.0,0,0,0,7.0,17423.0,5770.0,3947.0,2489.0,3.0,3764.9
user_24wzfb8b,"Barcelona, Spain",zh,2023-02-27,38633.0,0,0,0,14.0,33350.0,17506.0,6957.0,2382.1428571428573,5.0,7834.271428571428
user_119tublg,"Berlin, Germany",zh,2023-11-02,26429.0,0,0,0,5.0,12316.0,4892.0,1883.0,2463.2,1.0,3075.7999999999997
user_3bumtqzs,"Munich, Germany",ar,2023-06-18,23677.0,0,0,0,10.0,30981.0,8586.0,6310.0,3098.1,5.0,5386.849999999999
user_xw2x8wg8,"Sydney, Australia",fr,2023-01-05,36009.0,0,0,0,7.0,21161.0,4588.0,2043.0,3023.0,4.0,3296.4999999999995
user_ehd44os3,"Melbourne, Australia",zh,2023-09-12,44782.0,0,0,0,7.0,22486.0,7898.0,2468.0,3212.285714285714,4.0,4469.142857142858
user_lyfad7uf,"Melbourne, Australia",es,2023-03-29,49092.0,0,0,0,8.0,13856.0,9152.0,4616.0,1732.0,3.0,4534.8
user_lynilnsu,"Paris, France",ar,2023-12-14,5827.0,0,0,0,7.0,20610.0,7473.0,3641.0,2944.285714285714,3.0,4442.242857142857
user_cntp6452,"Shanghai, China",pt,2023-10-04,11329.0,0,0,0,15.0,30137.0,17895.0,9181.0,2009.1333333333334,5.0,8209.266666666666
user_vl9qiy9k,"Rome, Italy",pt,2023-06-11,35120.0,0,0,0,8.0,19484.0,8012.0,3845.0,2435.5,3.0,4390.35
user_aasqf25g,"Osaka, Japan",fr,2023-02-18,48132.0,0,0,0,7.0,5486.0,6795.0,4523.0,783.7142857142857,3.0,3334.9571428571426
user_ouh6yqhh,"Melbourne, Australia",de,2023-07-20,10787.0,0,0,0,7.0,13635.0,8485.0,4336.0,1947.857142857143,3.0,4386.628571428571
user_a3lly7yh,"Sydney, Australia",ar,2023-09-11,41868.0,0,0,0,7.0,17665.0,8381.0,2572.0,2523.5714285714284,4.0,4290.485714285714
user_0j9a7ict,"Beijing, China",de,2023-12-01,23031.0,0,0,0,6.0,8876.0,7897.0,2775.0,1479.3333333333333,3.0,3663.7666666666664
user_xzpx4dgt,"Madrid, Spain",ar,2023-12-30,11850.0,0,0,0,7.0,18968.0,6054.0,3116.0,2709.714285714286,2.0,3794.2571428571428
user_hk65gky5,"Lagos, Nigeria",pt,2023-05-17,23277.0,0,0,0,11.0,27006.0,11953.0,4725.0,2455.090909090909,5.0,5758.445454545455
user_56ztj4ej,Singapore,zh,2023-01-20,33410.0,0,0,0,9.0,18771.0,10254.0,3076.0,2085.6666666666665,4.0,4734.233333333333
user_t69el5p0,"Dubai, UAE",ru,2023-09-30,47601.0,0,0,0,10.0,21754.0,10948.0,4306.0,2175.4,5.0,5233.3
user_qiay963n,"Vancouver, Canada",en,2023-09-22,11551.0,0,0,0,7.0,16459.0,6143.0,4191.0,2351.285714285714,2.0,3856.7428571428572
user_8u9g9kjp,"Los Angeles, USA",pt,2023-06-23,37049.0,0,0,0,7.0,15510.0,9321.0,3475.0,2215.714285714286,3.0,4599.157142857142
user_adh72fga,"Beijing, China",ru,2023-06-19,11085.0,0,0,0,8.0,18940.0,6499.0,4534.0,2367.5,4.0,4040.25
user_axfqrey3,"Rome, Italy",pt,2023-11-20,43157.0,0,0,0,7.0,15135.0,6274.0,4360.0,2162.1428571428573,2.0,3835.2714285714283
user_rmzhp5so,Singapore,ru,2023-12-06,22119.0,0,0,0,8.0,19338.0,3925.0,4584.0,2417.25,4.0,3302.925
user_q3u3lr0c,"Osaka, Japan",de,2023-11-02,14862.0,0,0,0,7.0,10189.0,8022.0,4107.0,1455.5714285714287,3.0,3955.785714285714
user_permtl48,"Cairo, Egypt",hi,2023-03-17,23881.0,0,0,0,9.0,16805.0,10571.0,4767.0,1867.2222222222222,4.0,5058.31111111111
user_4vtz5fph,"Berlin, Germany",de,2023-05-22,4310.0,0,0,0,7.0,14400.0,6259.0,3767.0,2057.1428571428573,4.0,3659.6714285714284
user_9b00jr3x,"Johannesburg, South Africa",es,2023-03-16,31847.0,0,0,0,6.0,16263.0,4077.0,2880.0,2710.5,3.0,3154.35
user_ph0q514v,"Paris, France",pt,2023-01-16,31556.0,0,0,0,6.0,13254.0,7907.0,1836.0,2209.0,4.0,3843.8
