user_id,location,language,account_created,follower_count,location_was_null,language_was_null,account_created_was_null
user_hk65gky5,"Lagos, Nigeria",pt,2023-05-17,23277.0,0,0,0
user_56ztj4ej,Singapore,zh,2023-01-20,33410.0,0,0,0
user_t69el5p0,"Dubai, UAE",ru,2023-09-30,47601.0,0,0,0
user_qiay963n,"Vancouver, Canada",en,2023-09-22,11551.0,0,0,0
user_8u9g9kjp,"Los Angeles, USA",pt,2023-06-23,37049.0,0,0,0
user_adh72fga,"Beijing, China",ru,2023-06-19,11085.0,0,0,0
user_axfqrey3,"Rome, Italy",pt,2023-11-20,43157.0,0,0,0
user_rmzhp5so,Singapore,ru,2023-12-06,22119.0,0,0,0
user_q3u3lr0c,"Osaka, Japan",de,2023-11-02,14862.0,0,0,0
user_permtl48,"Cairo, Egypt",hi,2023-03-17,23881.0,0,0,0
user_4vtz5fph,"Berlin, Germany",de,2023-05-22,4310.0,0,0,0
user_9b00jr3x,"Johannesburg, South Africa",es,2023-03-16,31847.0,0,0,0
user_ph0q514v,"Paris, France",pt,2023-01-16,31556.0,0,0,0
user_74ri5vbc,"New York, USA",hi,2023-09-23,24934.0,0,0,0
user_vy7kbd6u,"Cairo, Egypt",hi,2023-06-14,26320.0,0,0,0
user_tmp5lmrb,"São Paulo, Brazil",fr,2023-03-12,20446.0,0,0,0
user_a3njsw7g,"Los Angeles, USA",zh,2023-12-03,4222.0,0,0,0
user_a7y7wdlm,"Delhi, India",ar,2023-01-28,38573.0,0,0,0
user_qpmg4srk,"Rio de Janeiro, Brazil",zh,2023-03-02,33780.0,0,0,0
user_zfu8q0ih,Singapore,en,2023-09-30,27732.0,0,0,0
user_dcrkgrb5,Singapore,ja,2023-03-10,27599.0,0,0,0
user_hen7rrkk,"Munich, Germany",hi,2023-04-17,1688.0,0,0,0
user_i8ncp2ai,"Delhi, India",fr,2023-02-12,49722.0,0,0,0
user_bkblavjw,"London, UK",es,2023-09-23,32729.0,0,0,0
user_t8lwlzoc,"Lyon, France",es,2023-08-03,21891.0,0,0,0
user_qfevrky0,"Munich, Germany",zh,2023-02-08,6197.0,0,0,0
user_wy6vq77l,"Tokyo, Japan",pt,2023-02-12,39627.0,0,0,0
user_y4xv4is3,"Shanghai, China",en,2023-09-15,41063.0,0,0,0
user_a0oggtxs,"New York, USA",ar,2023-02-21,27627.0,0,0,0
user_aoke8xi4,"Chicago, USA",de,2023-09-09,34362.0,0,0,0
user_3uo85im0,"New York, USA",hi,2023-04-12,36466.0,0,0,0
user_mcchsnr8,"Munich, Germany",ar,2023-02-17,2602.0,0,0,0
user_81otnxj4,"Johannesburg, South Africa",de,2023-06-08,35715.0,0,0,0
user_bqp8mrav,"Shanghai, China",ar,2023-09-26,17025.0,0,0,0
user_5oe5t3js,"London, UK",ja,2023-02-08,3151.0,0,0,0
user_yhe9m0z0,"Beijing, China",ar,2023-06-30,1655.0,0,0,0
user_2rs485d7,"Sydney, Australia",hi,2023-07-15,37090.0,0,0,0
user_01hav2yk,"Barcelona, Spain",es,2023-11-20,14971.0,0,0,0
user_sp9dve47,"Chicago, USA",es,2023-08-06,5574.0,0,0,0
user_e3cwapff,"Los Angeles, USA",zh,2023-07-10,14722.0,0,0,0
user_yq0h1va1,"Rome, Italy",pt,2023-09-07,2141.0,0,0,0
user_eh4ki1e0,"Paris, France",hi,2023-04-07,35006.0,0,0,0
user_lq24e3b9,"Toronto, Canada",ja,2023-02-26,28620.0,0,0,0
user_x6318ftx,"New York, USA",ja,2023-05-10,721.0,0,0,0
user_d71eor1s,"Milan, Italy",de,2023-05-10,21073.0,0,0,0
user_44de7ixg,"New York, USA",hi,2023-03-13,41901.0,0,0,0
user_sf86dv0x,"Lyon, France",zh,2023-08-24,42384.0,0,0,0
user_52uwmqq1,"New York, USA",es,2023-12-11,19204.0,0,0,0
user_ufyrd68a,"Munich, Germany",zh,2023-02-06,24756.0,0,0,0
user_5cycq2el,"Berlin, Germany",hi,2023-07-26,37223.0,0,0,0
user_b92nfvv0,"Dubai, UAE",zh,2023-01-06,21546.0,0,0,0
user_nuzypbfw,"Rome, Italy",es,2023-01-04,20169.0,0,0,0
user_zwe31kzt,"Rio de Janeiro, Brazil",en,2023-03-27,31220.0,0,0,0
user_mtuzxdlb,"Melbourne, Australia",fr,2023-04-06,49341.0,0,0,0
user_790dw1c4,"Vancouver, Canada",ru,2023-07-23,31515.0,0,0,0
user_94mzsiik,"Cairo, Egypt",en,2023-10-29,43471.0,0,0,0
user_maie4mnu,"Delhi, India",ru,2023-07-20,27256.0,0,0,0
user_8v39sv2i,"London, UK",pt,2023-06-26,36198.0,0,0,0
user_cl1v5t2j,"Dubai, UAE",en,2023-01-23,11334.0,0,0,0
user_r9mokwet,"Barcelona, Spain",ja,2023-02-26,22734.0,0,0,0
user_hjd27rwd,"Barcelona, Spain",pt,2023-09-27,46289.0,0,0,0
user_s87enj6b,"Mexico City, Mexico",ar,2023-03-11,43476.0,0,0,0
user_86o3waw2,"Paris, France",zh,2023-07-16,23964.0,0,0,0
user_vws4jlpy,"Delhi, India",ar,2023-07-16,28204.0,0,0,0
user_v8gtqwd5,"São Paulo, Brazil",ru,2023-07-16,11255.0,0,0,0
user_3jedn9am,"Beijing, China",pt,2023-01-21,29196.0,0,0,0
user_siav2csw,"Tokyo, Japan",zh,2023-06-16,36855.0,0,0,0
user_5idgm0pl,"London, UK",fr,2023-04-21,19110.0,0,0,0
user_iie5vu9r,"Los Angeles, USA",fr,2023-12-19,46501.0,0,0,0
user_w1ocsyld,"Johannesburg, South Africa",fr,2023-02-01,39536.0,0,0,0
user_si0cvlcp,"Los Angeles, USA",ar,2023-07-17,8005.0,0,0,0
user_drbocr22,"Rio de Janeiro, Brazil",pt,2023-08-11,33828.0,0,0,0
user_atwknpoi,"Lyon, France",ar,2023-07-10,41077.0,0,0,0
user_cpgiv9pb,"Berlin, Germany",pt,2023-12-17,22450.0,0,0,0
user_wshujk0v,"New York, USA",zh,2023-12-23,33066.0,0,0,0
user_b7x51z27,"Manchester, UK",hi,2023-03-07,16267.0,0,0,0
user_fq6l7e80,"Dubai, UAE",ja,2023-08-08,39668.0,0,0,0
user_m80j4x3i,"Toronto, Canada",pt,2023-12-18,17803.0,0,0,0
user_f45gw6pp,"Mexico City, Mexico",ar,2023-10-09,40345.0,0,0,0
user_pi32ijrq,"Barcelona, Spain",ru,2023-12-25,15386.0,0,0,0
user_y5k6wncp,"Osaka, Japan",ar,2023-04-08,5760.0,0,0,0
user_vuu7r75n,"Milan, Italy",ja,2023-06-15,19196.0,0,0,0
user_h229sw58,"Delhi, India",es,2023-08-09,34951.0,0,0,0
user_hdl625jh,"Vancouver, Canada",pt,2023-03-10,33417.0,0,0,0
user_nyopcp6t,"Milan, Italy",ru,2023-05-29,15140.0,0,0,0
user_11phoejb,"Seoul, South Korea",es,2023-06-02,37944.0,0,0,0
user_bnf5t5ap,"Houston, USA",hi,2023-12-05,32253.0,0,0,0
user_lv0eohsw,Singapore,de,2023-04-07,25133.0,0,0,0
user_jxfroxq0,"Paris, France",ru,2023-11-24,36948.0,0,0,0
user_uod57rwt,"Barcelona, Spain",en,2023-04-16,46440.0,0,0,0
user_7nf5hu9v,"Shanghai, China",ar,2023-07-11,45013.0,0,0,0
user_9rojnpuf,"Milan, Italy",en,2023-05-12,46823.0,0,0,0
user_jf5qblgx,"Munich, Germany",ja,2023-07-25,18368.0,0,0,0
user_tejbqww7,"Johannesburg, South Africa",en,2023-03-20,2818.0,0,0,0
user_7apw5kiv,"Melbourne, Australia",ru,2023-01-16,17878.0,0,0,0
user_1tx7gaza,"Vancouver, Canada",ru,2023-01-02,41034.0,0,0,0
user_7qyvw1tf,"New York, USA",fr,2023-10-13,17660.0,0,0,0
user_7ydlrbx2,"Johannesburg, South Africa",ar,2023-06-20,10358.0,0,0,0
user_9uy1b9et,"Johannesburg, South Africa",hi,2023-09-28,31376.0,0,0,0
user_ecizeoah,"Munich, Germany",de,2023-09-30,39544.0,0,0,0
user_mjgvhs2g,"Los Angeles, USA",pt,2023-06-10,42942.0,0,0,0
user_26vqb3hm,"Berlin, Germany",en,2023-11-10,8736.0,0,0,0
user_mivsrvu3,"New York, USA",ja,2023-02-28,27855.0,0,0,0
user_261d32en,"Seoul, South Korea",es,2023-01-15,12160.0,0,0,0
user_pz96evl4,Singapore,hi,2023-05-10,30021.0,0,0,0
user_1ufvqzqz,"Manchester, UK",ru,2023-06-12,40348.0,0,0,0
user_mmusq9kc,"Osaka, Japan",zh,2023-08-14,29655.0,0,0,0
user_m39invb2,"Rome, Italy",en,2023-11-23,47668.0,0,0,0
user_xiajv4r3,"São Paulo, Brazil",ja,2023-09-30,40908.0,0,0,0
user_9q2g628y,"Paris, France",de,2023-03-31,23755.0,0,0,0
user_bijy5emr,"Barcelona, Spain",zh,2023-08-08,3165.0,0,0,0
user_1d3vq03j,"Osaka, Japan",hi,2023-06-19,5068.0,0,0,0
user_j5okaapb,"Beijing, China",ar,2023-01-04,22563.0,0,0,0
user_y2h9q3ov,"Houston, USA",en,2023-04-05,18336.0,0,0,0
user_2u0k09bc,"Cairo, Egypt",zh,2023-05-25,11290.0,0,0,0
user_2kmgah02,"Houston, USA",en,2023-04-15,49291.0,0,0,0
user_4wra4ou1,"Cairo, Egypt",es,2023-10-29,6822.0,0,0,0
user_63zia51r,"Shanghai, China",hi,2023-07-02,15126.0,0,0,0
user_py6fq7ii,"Delhi, India",de,2023-04-19,18940.0,0,0,0
user_nqnv2wim,"Melbourne, Australia",ar,2023-02-10,1873.0,0,0,0
user_mvou9k6j,"Johannesburg, South Africa",pt,2023-01-14,19293.0,0,0,0
user_wtde66xv,"Madrid, Spain",fr,2023-01-28,35473.0,0,0,0
user_pgj3c632,"Milan, Italy",de,2023-02-10,18655.0,0,0,0
user_sktr0cyy,"Delhi, India",ja,2023-04-06,42180.0,0,0,0
user_qvtjkfak,"Cairo, Egypt",pt,2023-10-04,25714.0,0,0,0
user_732cckxx,"Tokyo, Japan",ja,2023-07-30,44573.0,0,0,0
user_ta69gmj0,"Lyon, France",hi,2023-01-21,21267.0,0,0,0
user_q562no7n,"New York, USA",en,2023-04-27,18511.0,0,0,0
user_bdhs7x3v,"Melbourne, Australia",ru,2023-10-12,15799.0,0,0,0
user_fti0may3,Singapore,pt,2023-11-09,10669.0,0,0,0
user_o8hhe4wa,"Johannesburg, South Africa",en,2023-03-23,6637.0,0,0,0
user_pgqntl35,"Chicago, USA",ru,2023-07-15,47634.0,0,0,0
user_wd54p4v2,"Paris, France",ar,2023-08-18,26645.0,0,0,0
user_orpq5vct,"Chicago, USA",pt,2023-03-14,27107.0,0,0,0
user_ieac3mj5,"Chicago, USA",de,2023-01-04,28812.0,0,0,0
user_oeg9yiqz,"São Paulo, Brazil",pt,2023-12-23,7528.0,0,0,0
user_2bd09win,"Rome, Italy",en,2023-08-10,11965.0,0,0,0
user_nq5irbxf,"Houston, USA",zh,2023-04-20,17046.0,0,0,0
user_w9qotuff,"Shanghai, China",ja,2023-05-18,11203.0,0,0,0
user_3dxz5ulg,"Munich, Germany",pt,2023-10-07,24698.0,0,0,0
user_z0feut2e,"Milan, Italy",hi,2023-06-04,30461.0,0,0,0
user_t1ebprsv,"Shanghai, China",zh,2023-10-12,17682.0,0,0,0
user_vzrxsn7d,"Mexico City, Mexico",pt,2023-12-17,46857.0,0,0,0
user_46nz84dw,"Madrid, Spain",ja,2023-09-28,15483.0,0,0,0
user_vfxs1pry,"Melbourne, Australia",fr,2023-10-31,19932.0,0,0,0
user_o94skjzg,"Sydney, Australia",es,2023-07-15,37281.0,0,0,0
user_owfyy4u0,"Mexico City, Mexico",ru,2023-05-06,31183.0,0,0,0
user_x4incpcb,Singapore,en,2023-05-10,3061.0,0,0,0
user_x9480750,"Cairo, Egypt",ru,2023-11-26,27437.0,0,0,0
user_fdavvfs9,"Shanghai, China",hi,2023-10-14,28740.0,0,0,0
user_u51hbic9,"Milan, Italy",zh,2023-08-08,3531.0,0,0,0
user_qq52pl85,"Shanghai, China",pt,2023-05-10,23934.0,0,0,0
user_7t2gp59a,"Berlin, Germany",zh,2023-11-05,37446.0,0,0,0
user_2te8mebn,"Lyon, France",fr,2023-09-07,8398.0,0,0,0
user_0tn4l0qh,"Dubai, UAE",de,2023-08-22,26141.0,0,0,0
user_azysdwyx,"Milan, Italy",es,2023-06-30,28547.0,0,0,0
user_rtd4u49d,"Toronto, Canada",pt,2023-11-05,10756.0,0,0,0
user_io0r2qdo,"Munich, Germany",zh,2023-03-26,13641.0,0,0,0
user_q6c1cez7,"Madrid, Spain",pt,2023-12-03,28222.0,0,0,0
user_y1n8mr0y,"Tokyo, Japan",pt,2023-11-22,35073.0,0,0,0
user_l1eyb03l,"Seoul, South Korea",ja,2023-06-01,32738.0,0,0,0
user_otg53r69,"Lagos, Nigeria",ar,2023-10-04,31825.0,0,0,0
user_wv5x4t03,"Houston, USA",ja,2023-01-01,28162.0,0,0,0
user_ooywbljj,"Dubai, UAE",ja,2023-01-16,45700.0,0,0,0
user_j3u6uwnr,"Chicago, USA",hi,2023-12-01,28369.0,0,0,0
user_r4gwis5e,"Shanghai, China",en,2023-03-03,33811.0,0,0,0
user_slqlepta,"Lagos, Nigeria",es,2023-12-24,40296.0,0,0,0
user_xkd9tkjq,"Sydney, Australia",ru,2023-03-15,5902.0,0,0,0
user_5udnicb6,"Beijing, China",pt,2023-01-25,21862.0,0,0,0
user_wr37s6cm,"Los Angeles, USA",ja,2023-05-02,40667.0,0,0,0
user_qmta1cuk,"Manchester, UK",zh,2023-11-26,44187.0,0,0,0
user_6mon7624,"Dubai, UAE",ja,2023-06-13,26804.0,0,0,0
user_3318o2cp,"Cairo, Egypt",zh,2023-07-01,2374.0,0,0,0
user_4osioctr,"Barcelona, Spain",ja,2023-05-27,4284.0,0,0,0
user_cyip1pki,"Houston, USA",zh,2023-02-07,19792.0,0,0,0
user_zz4hfjm7,"São Paulo, Brazil",ja,2023-09-14,18075.0,0,0,0
user_soj0hvzl,"Milan, Italy",de,2023-03-30,14453.0,0,0,0
user_w9frojsj,"Mexico City, Mexico",de,2023-08-31,15881.0,0,0,0
user_sgrcs7xk,"Madrid, Spain",ja,2023-12-24,9814.0,0,0,0
user_mvu6hdsm,"London, UK",fr,2023-07-31,7432.0,0,0,0
user_6jacneh7,"Beijing, China",ja,2023-05-29,32844.0,0,0,0
user_jnbq8wan,"Cairo, Egypt",ja,2023-03-08,26014.0,0,0,0
user_59i5fn0m,"Delhi, India",en,2023-12-10,37251.0,0,0,0
user_nh1o0jf3,"Seoul, South Korea",es,2023-03-24,23258.0,0,0,0
user_tzqt5z2m,"New York, USA",es,2023-10-06,32131.0,0,0,0
user_a9ysjusm,"Barcelona, Spain",zh,2023-07-22,21394.0,0,0,0
user_l35h2ubs,"São Paulo, Brazil",ar,2023-10-24,30281.0,0,0,0
user_71fmq8vv,"Paris, France",hi,2023-07-24,30746.0,0,0,0
user_muh53in5,"Vancouver, Canada",es,2023-03-12,20639.0,0,0,0
user_lq2eprhn,"Johannesburg, South Africa",de,2023-04-21,2434.0,0,0,0
user_bq4d19qm,"Shanghai, China",hi,2023-03-04,10193.0,0,0,0
user_p6njk6q4,"London, UK",fr,2023-08-03,27586.0,0,0,0
user_cpxksz4r,"Toronto, Canada",de,2023-09-17,49247.0,0,0,0
user_t59clgrj,"Milan, Italy",ar,2023-10-06,43441.0,0,0,0
user_z9ike75w,"Cairo, Egypt",ru,2023-02-13,29257.0,0,0,0
user_hydwb1c4,"Vancouver, Canada",de,2023-08-18,2516.0,0,0,0
user_po12745v,"Osaka, Japan",pt,2023-02-13,40728.0,0,0,0
user_dl3xyfx7,"Rome, Italy",hi,2023-06-05,16218.0,0,0,0
user_kjdhjed1,"Paris, France",en,2023-03-20,15413.0,0,0,0
user_n4b1bcqh,"Melbourne, Australia",de,2023-10-31,640.0,0,0,0
user_gcqp6ulk,"Houston, USA",zh,2023-11-21,42234.0,0,0,0
user_gre0h06x,"Beijing, China",es,2023-11-17,23303.0,0,0,0
user_teahnr7h,"New York, USA",ja,2023-02-18,30953.0,0,0,0
user_gg2lzb94,"Cairo, Egypt",hi,2023-01-09,21301.0,0,0,0
user_x6t03gzx,"Rome, Italy",ar,2023-10-24,5868.0,0,0,0
user_2ytzut7i,"Mumbai, India",fr,2023-12-03,17064.0,0,0,0
user_27gl0vx8,"Shanghai, China",zh,2023-12-19,39885.0,0,0,0
user_y21tyr3n,Singapore,hi,2023-06-20,26602.0,0,0,0
user_i45x0tl1,"Cairo, Egypt",ja,2023-06-10,34720.0,0,0,0
user_bgppnqks,"Tokyo, Japan",en,2023-12-07,15171.0,0,0,0
user_cyhf4eor,"Houston, USA",es,2023-06-03,14374.0,0,0,0
user_k050ttnw,"Shanghai, China",ru,2023-05-10,48576.0,0,0,0
user_eveg7bqi,"Manchester, UK",ja,2023-04-27,2633.0,0,0,0
user_sb57kdx4,"Manchester, UK",pt,2023-06-04,27173.0,0,0,0
user_frdud4v4,"Dubai, UAE",ru,2023-04-15,10884.0,0,0,0
user_5jgxm2om,"Mexico City, Mexico",en,2023-12-27,37353.0,0,0,0
user_l0mgj0v7,"Barcelona, Spain",ja,2023-10-16,35851.0,0,0,0
user_uumiilnv,"Houston, USA",es,2023-09-01,1568.0,0,0,0
user_68enpikx,"Houston, USA",en,2023-07-26,9364.0,0,0,0
user_yt2525cx,"Beijing, China",ja,2023-10-09,13894.0,0,0,0
user_xn2a0g8z,"Shanghai, China",ru,2023-06-14,45029.0,0,0,0
user_as209gf7,"Rio de Janeiro, Brazil",ja,2023-08-27,46583.0,0,0,0
user_sc6w53me,"Mexico City, Mexico",de,2023-02-04,11958.0,0,0,0
user_i4197bhy,"New York, USA",es,2023-06-20,37933.0,0,0,0
user_6k3wfv03,"Mexico City, Mexico",es,2023-06-09,13185.0,0,0,0
user_vgdizrp5,"Rio de Janeiro, Brazil",ja,2023-01-14,37196.0,0,0,0
user_i5ujajet,"São Paulo, Brazil",zh,2023-04-15,26833.0,0,0,0
user_q58jkdaj,"Munich, Germany",en,2023-12-03,29659.0,0,0,0
user_mlvgkgpu,"Seoul, South Korea",pt,2023-07-06,36362.0,0,0,0
user_096zrz0x,"Beijing, China",ru,2023-09-30,44273.0,0,0,0
user_n2ondgx6,"Los Angeles, USA",zh,2023-07-03,44576.0,0,0,0
user_gsa59ewq,"Houston, USA",de,2023-12-20,2194.0,0,0,0
user_7zljw927,"Lagos, Nigeria",ar,2023-06-19,15964.0,0,0,0
user_n0ok02rt,"Dubai, UAE",ru,2023-02-13,2531.0,0,0,0
user_e36lw9zl,"Lyon, France",zh,2023-10-14,41399.0,0,0,0
user_1ywmiv7e,"Manchester, UK",de,2023-12-15,41615.0,0,0,0
user_0xmoolhz,"New York, USA",zh,2023-05-05,34501.0,0,0,0
user_x47ltmhc,"Sydney, Australia",es,2023-06-11,30785.0,0,0,0
user_v0ylmnbx,"Johannesburg, South Africa",de,2023-06-17,48811.0,0,0,0
user_y68rd0ph,"Johannesburg, South Africa",es,2023-06-04,11155.0,0,0,0
user_nog4qbe8,"Shanghai, China",fr,2023-04-01,18710.0,0,0,0
user_gphppr64,"Chicago, USA",ar,2023-08-17,6219.0,0,0,0
user_p84zb3bc,"São Paulo, Brazil",fr,2023-08-21,1245.0,0,0,0
user_ct4c5m5p,"Manchester, UK",ru,2023-12-29,13416.0,0,0,0
user_vknr0v08,"Rome, Italy",fr,2023-06-16,15568.0,0,0,0
user_839fxdlb,"Mexico City, Mexico",ar,2023-05-05,15843.0,0,0,0
user_cju18iix,"Shanghai, China",ja,2023-02-08,20584.0,0,0,0
user_acjcz2y7,"Tokyo, Japan",en,2023-06-11,35112.0,0,0,0
user_nwe87ftw,"Chicago, USA",zh,2023-12-16,20021.0,0,0,0
user_tduwgto2,"London, UK",ja,2023-10-14,27272.0,0,0,0
user_93hbc8xe,"Mumbai, India",zh,2023-12-23,33087.0,0,0,0
user_hm5gz5e1,"Vancouver, Canada",fr,2023-10-15,33552.0,0,0,0
user_kacnf91b,"São Paulo, Brazil",hi,2023-06-13,38771.0,0,0,0
user_7ai9sd8e,"Munich, Germany",fr,2023-05-20,8361.0,0,0,0
user_my2pinn7,"Chicago, USA",de,2023-06-05,1038.0,0,0,0
user_bmay5rsp,"Cairo, Egypt",pt,2023-11-08,30587.0,0,0,0
user_01mu2x1s,"Toronto, Canada",es,2023-11-02,25887.0,0,0,0
user_brtwxcm4,"Seoul, South Korea",ar,2023-12-12,1802.0,0,0,0
user_hs5g35ed,"Lagos, Nigeria",fr,2023-11-13,14960.0,0,0,0
user_qv5ox0hb,"Rio de Janeiro, Brazil",en,2023-03-01,7724.0,0,0,0
user_5gi9jn4u,Singapore,en,2023-08-09,16464.0,0,0,0
user_j7xaj4fm,"Barcelona, Spain",ar,2023-10-06,35153.0,0,0,0
user_xgtlx302,"Lagos, Nigeria",ru,2023-07-20,42854.0,0,0,0
user_cax2bqkt,"Milan, Italy",es,2023-02-18,2589.0,0,0,0
user_0z594tjp,"Lyon, France",zh,2023-02-25,36674.0,0,0,0
user_bb3ygvae,Singapore,ja,2023-09-13,3302.0,0,0,0
user_yr80oaxg,"Osaka, Japan",fr,2023-01-09,30039.0,0,0,0
user_smlx8234,"Mumbai, India",ru,2023-03-07,23563.0,0,0,0
user_rbvbyj5y,"London, UK",ru,2023-08-24,2857.0,0,0,0
user_t0w6rkg0,"Melbourne, Australia",ja,2023-06-24,36025.0,0,0,0
user_k323dctm,"Barcelona, Spain",ar,2023-07-24,13404.0,0,0,0
user_ldp69jyi,"Houston, USA",en,2023-08-20,10057.0,0,0,0
user_716l1rz5,"Mexico City, Mexico",zh,2023-09-06,41236.0,0,0,0
user_c598rgin,"Johannesburg, South Africa",ar,2023-09-23,34632.0,0,0,0
user_z05ow6gf,"Melbourne, Australia",ja,2023-08-31,40052.0,0,0,0
user_pa5oa4sx,"Lagos, Nigeria",ar,2023-08-05,42422.0,0,0,0
user_nfgm6ygg,"London, UK",hi,2023-11-23,44364.0,0,0,0
user_w3hcoi82,"São Paulo, Brazil",zh,2023-04-17,11287.0,0,0,0
user_f3mpmelw,"Lagos, Nigeria",es,2023-01-15,42636.0,0,0,0
user_e4woaioc,"Mexico City, Mexico",ja,2023-05-16,19459.0,0,0,0
user_gv4hxtvt,"Mexico City, Mexico",pt,2023-09-29,42219.0,0,0,0
user_qpyuqb17,"Madrid, Spain",es,2023-02-15,3564.0,0,0,0
user_8gk2so0l,"Melbourne, Australia",hi,2023-11-03,44235.0,0,0,0
user_ncbd7ffc,"Toronto, Canada",ar,2023-09-03,6667.0,0,0,0
user_edi9lmxp,"Madrid, Spain",de,2023-10-04,22782.0,0,0,0
user_vhbx0pma,"Rio de Janeiro, Brazil",zh,2023-10-01,12556.0,0,0,0
user_35tibb0k,"Shanghai, China",hi,2023-05-28,24318.0,0,0,0
user_tv6wlfth,"Manchester, UK",pt,2023-01-31,34803.0,0,0,0
user_bz6biydx,"Barcelona, Spain",hi,2023-11-24,15283.0,0,0,0
user_extpr91a,"Chicago, USA",fr,2023-02-27,3802.0,0,0,0
user_98oho4g9,"Berlin, Germany",es,2023-10-21,27521.0,0,0,0
user_qdztdeac,"Melbourne, Australia",zh,2023-08-27,14266.0,0,0,0
user_lud7izx7,"Paris, France",ru,2023-01-13,31791.0,0,0,0
user_jzxknj0a,"Tokyo, Japan",en,2023-07-21,23133.0,0,0,0
user_krbg23md,"Barcelona, Spain",ja,2023-01-25,31996.0,0,0,0
user_0j0vawcx,"Houston, USA",ja,2023-08-20,16446.0,0,0,0
user_ral75hq0,"Shanghai, China",ja,2023-06-01,15628.0,0,0,0
user_yh4mti67,"Milan, Italy",de,2023-11-04,28053.0,0,0,0
user_v3gdku2a,"Melbourne, Australia",zh,2023-04-14,39286.0,0,0,0
user_q3gj5tmv,"Beijing, China",ja,2023-04-17,33820.0,0,0,0
user_jca45sot,"Mumbai, India",zh,2023-12-07,35921.0,0,0,0
user_sfnffvo4,"Vancouver, Canada",en,2023-12-15,42582.0,0,0,0
user_yox4craa,"Melbourne, Australia",ja,2023-04-22,24319.0,0,0,0
user_yjzkhyez,"Tokyo, Japan",ar,2023-08-20,5089.0,0,0,0
user_15fd58cq,"Lyon, France",de,2023-08-14,16272.0,0,0,0
user_kiebkz7i,"Sydney, Australia",hi,2023-06-28,34969.0,0,0,0
user_us4gqp8w,"Cairo, Egypt",es,2023-06-21,23708.0,0,0,0
user_oxswrjmr,"Delhi, India",ja,2023-12-12,48467.0,0,0,0
user_94hehp26,"London, UK",ar,2023-05-02,33258.0,0,0,0
user_xqqs2vme,"Sydney, Australia",de,2023-05-11,24857.0,0,0,0
user_sdb7mjpm,"Dubai, UAE",pt,2023-01-27,14894.0,0,0,0
user_ep20r6t6,"Shanghai, China",de,2023-04-27,12761.0,0,0,0
user_c66mua3o,"Rome, Italy",hi,2023-05-09,34339.0,0,0,0
user_7ttenau3,"Milan, Italy",pt,2023-12-10,37288.0,0,0,0
user_2suxlz6r,"Toronto, Canada",de,2023-06-26,24550.0,0,0,0
user_34p96r93,"Tokyo, Japan",ru,2023-03-22,40540.0,0,0,0
user_3l8kzask,"Seoul, South Korea",es,2023-09-10,11009.0,0,0,0
user_lpjugo20,"Beijing, China",zh,2023-10-30,15848.0,0,0,0
user_fmv8168w,"Munich, Germany",fr,2023-08-18,32817.0,0,0,0
user_bf5c7eq4,"Lyon, France",hi,2023-06-04,10579.0,0,0,0
user_6foacnhi,"Beijing, China",es,2023-04-17,48467.0,0,0,0
user_ysobum87,"Seoul, South Korea",ar,2023-08-08,34867.0,0,0,0
user_uha46wkt,"Tokyo, Japan",es,2023-01-12,36894.0,0,0,0
user_5e327fyv,"Shanghai, China",en,2023-03-27,14216.0,0,0,0
user_qaysndm3,"Sydney, Australia",ar,2023-01-31,39448.0,0,0,0
user_dixsdewf,"Beijing, China",es,2023-09-13,45746.0,0,0,0
user_nsycb2gi,"New York, USA",ja,2023-12-15,49104.0,0,0,0
user_irfxbf0q,"Johannesburg, South Africa",fr,2023-09-17,3238.0,0,0,0
user_8i81i0p7,"Los Angeles, USA",en,2023-01-02,49518.0,0,0,0
user_rbtp63n2,"Munich, Germany",en,2023-12-17,49119.0,0,0,0
user_4irinnz8,"Los Angeles, USA",ru,2023-06-02,38751.0,0,0,0
user_ihrxnz9u,"Mexico City, Mexico",fr,2023-12-09,18006.0,0,0,0
user_ouqw1ta1,"Tokyo, Japan",es,2023-11-21,38452.0,0,0,0
user_rr1uzkql,"Milan, Italy",de,2023-10-31,1069.0,0,0,0
user_azj09nr4,"London, UK",es,2023-05-02,40700.0,0,0,0
user_xg8l4fvi,"Rio de Janeiro, Brazil",hi,2023-06-13,18949.0,0,0,0
user_5r58l1kr,"Osaka, Japan",zh,2023-09-13,23520.0,0,0,0
user_2413uvvt,Singapore,es,2023-05-25,18809.0,0,0,0
user_8776jund,"Delhi, India",en,2023-03-07,21147.0,0,0,0
user_4wv36fuu,"Osaka, Japan",fr,2023-03-31,23582.0,0,0,0
user_084pfdpp,"Melbourne, Australia",ar,2023-02-11,33781.0,0,0,0
user_7m4jcssq,"Rome, Italy",hi,2023-02-26,1114.0,0,0,0
user_5wc8pv88,Singapore,zh,2023-12-08,39341.0,0,0,0
user_1fg1p9nd,"Mumbai, India",de,2023-11-30,28852.0,0,0,0
user_51vr42t3,"Osaka, Japan",ja,2023-08-04,26761.0,0,0,0
user_3g7d4564,"Johannesburg, South Africa",pt,2023-12-27,36459.0,0,0,0
user_ofpvkxmw,"Paris, France",ar,2023-10-14,42898.0,0,0,0
user_42iz424k,"Rio de Janeiro, Brazil",hi,2023-08-30,15154.0,0,0,0
